precision,recall,threshold
0.9066666666666666,0.012114733654017459,0.49821866
0.9076923076923077,0.010511313023338678,0.49821872
0.9166666666666666,0.007838945305540709,0.49821877
0.9318181818181818,0.007304471761981115,0.49821883
0.9166666666666666,0.005879208979155532,0.4982189
0.9117647058823529,0.005522893283449136,0.49821895
0.9,0.004810261892036344,0.498219
0.8928571428571429,0.004453946196329948,0.49821907
0.875,0.0037413148049171567,0.49821913
0.9090909090909091,0.0035631569570639585,0.4982192
0.8823529411764706,0.002672367717797969,0.49821925
0.8666666666666667,0.0023160520220915732,0.4982193
0.8571428571428571,0.002137894174238375,0.49821937
0.9090909090909091,0.0017815784785319793,0.49821943
0.9,0.0016034206306787815,0.49821952
0.8888888888888888,0.0014252627828255835,0.49821964
0.8333333333333334,0.0008907892392659896,0.49821976
0.8,0.0007126313914127917,0.49821982
0.75,0.0005344735435595938,0.49821994
0.6666666666666666,0.0003563156957063959,0.49822
0.5,0.00017815784785319794,0.49822053
1.0,0.00017815784785319794,0.49822083
